# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-02 18:50:36 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#          5495       00054     00003     Reservoir storage, acre feet (Mean)
#          5496       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
USGS	09469000	2020-05-14	195000	P	194600	P
USGS	09469000	2020-05-15	194200	P	193700	P
USGS	09469000	2020-05-16	193400	P	193000	P
USGS	09469000	2020-05-17	192600	P	192000	P
USGS	09469000	2020-05-18	191700	P	191100	P
USGS	09469000	2020-05-19	190600	P	190000	P
USGS	09469000	2020-05-20	189600	P	189100	P
USGS	09469000	2020-05-21	188700	P	188100	P
USGS	09469000	2020-05-22	187700	P	187100	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-07-03 11:39:42 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-06-03			175300	P
USGS	09469000	2020-06-04	174800	P	174000	P
USGS	09469000	2020-06-05	173500	P	172900	P
USGS	09469000	2020-06-06	172100	P	171600	P
USGS	09469000	2020-06-07	170800	P	170100	P
USGS	09469000	2020-06-08	169500	P	168900	P
USGS	09469000	2020-06-09	168300	P	167600	P
USGS	09469000	2020-06-10	167100	P	166500	P
USGS	09469000	2020-06-11	165900	P	165100	P
USGS	09469000	2020-06-12	164700	P	164200	P
USGS	09469000	2020-06-13	163400	P	162500	P
USGS	09469000	2020-06-14	162000	P	161300	P
USGS	09469000	2020-06-15	160600	P	160000	P
USGS	09469000	2020-06-16	159500	P	158900	P
USGS	09469000	2020-06-17	158200	P	157600	P
USGS	09469000	2020-06-18	156900	P	156300	P
USGS	09469000	2020-06-19	155700	P	155000	P
USGS	09469000	2020-06-20	154500	P	153800	P
USGS	09469000	2020-06-21	153200	P	152600	P
USGS	09469000	2020-06-22	151900	P	151300	P
USGS	09469000	2020-06-23	150600	P	149900	P
USGS	09469000	2020-06-24	149300	P	148500	P
USGS	09469000	2020-06-25	148000	P	147200	P
USGS	09469000	2020-06-26	146500	P	145800	P
USGS	09469000	2020-06-27	145000	P	144200	P
USGS	09469000	2020-06-28	143400	P	142600	P
USGS	09469000	2020-06-29	141800	P	141000	P
USGS	09469000	2020-06-30	140300	P	139600	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-05 20:17:33 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-07-01	138800	P	138000	P
USGS	09469000	2020-07-02	137300	P	136500	P
USGS	09469000	2020-07-03	135900	P	135100	P
USGS	09469000	2020-07-04	134400	P	133700	P
USGS	09469000	2020-07-05	132900	P	132100	P
USGS	09469000	2020-07-06	131500	P	130700	P
USGS	09469000	2020-07-07	130000	P	129200	P
USGS	09469000	2020-07-08	128400	P	127700	P
USGS	09469000	2020-07-09	126900	P	126100	P
USGS	09469000	2020-07-10	125500	P	124700	P
USGS	09469000	2020-07-11	124000	P	123200	P
USGS	09469000	2020-07-12	122600	P	121900	P
USGS	09469000	2020-07-13	121200	P	120500	P
USGS	09469000	2020-07-14	119700	P	118900	P
USGS	09469000	2020-07-15	118300	P	117700	P
USGS	09469000	2020-07-16	116900	P	116100	P
USGS	09469000	2020-07-17	115600	P	114800	P
USGS	09469000	2020-07-18	114100	P	113400	P
USGS	09469000	2020-07-19	112600	P	111700	P
USGS	09469000	2020-07-20	111200	P	110600	P
USGS	09469000	2020-07-21	109700	P	109100	P
USGS	09469000	2020-07-22	108300	P	107800	P
USGS	09469000	2020-07-23	107000	P	106300	P
USGS	09469000	2020-07-24	105700	P	105200	P
USGS	09469000	2020-07-25	104400	P	103700	P
USGS	09469000	2020-07-26	103000	P	102300	P
USGS	09469000	2020-07-27	101700	P	101100	P
USGS	09469000	2020-07-28	100300	P	99550	P
USGS	09469000	2020-07-29	99010	P	98190	P
USGS	09469000	2020-07-30	97530	P	96790	P
USGS	09469000	2020-07-31	96160	P	95500	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-09-05 10:02:13 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-08-01	95200	P	94290	P
USGS	09469000	2020-08-02	93780	P	93120	P
USGS	09469000	2020-08-03	92480	P	91810	P
USGS	09469000	2020-08-04	91010	P	90240	P
USGS	09469000	2020-08-05	89680	P	88770	P
USGS	09469000	2020-08-06	88220	P	87550	P
USGS	09469000	2020-08-07	86900	P	86240	P
USGS	09469000	2020-08-08	85650	P	84900	P
USGS	09469000	2020-08-09	84280	P	83570	P
USGS	09469000	2020-08-10	82970	P	82340	P
USGS	09469000	2020-08-11	81650	P	80900	P
USGS	09469000	2020-08-12	80330	P	79640	P
USGS	09469000	2020-08-13	79100	P	78430	P
USGS	09469000	2020-08-14	77800	P	77190	P
USGS	09469000	2020-08-15	76530	P	75920	P
USGS	09469000	2020-08-16	75300	P	74570	P
USGS	09469000	2020-08-17	74050	P	73370	P
USGS	09469000	2020-08-18	72790	P	72130	P
USGS	09469000	2020-08-19	71500	P	70700	P
USGS	09469000	2020-08-20	70150	P	69490	P
USGS	09469000	2020-08-21	69030	P	68490	P
USGS	09469000	2020-08-22	68080	P	67540	P
USGS	09469000	2020-08-23	67180	P	66710	P
USGS	09469000	2020-08-24	66270	P	65730	P
USGS	09469000	2020-08-25	65210	P	64640	P
USGS	09469000	2020-08-26	64080	P	63450	P
USGS	09469000	2020-08-27	62960	P	62420	P
USGS	09469000	2020-08-28	61900	P	61360	P
USGS	09469000	2020-08-29	60730	P	60200	P
USGS	09469000	2020-08-30	59600	P	59050	P
USGS	09469000	2020-08-31	58510	P	58020	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-02 15:18:12 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-09-01	57400	P	56890	P
USGS	09469000	2020-09-02	56380	P	55850	P
USGS	09469000	2020-09-03	55350	P	54740	P
USGS	09469000	2020-09-04	54320	P	53830	P
USGS	09469000	2020-09-05	53380	P	52990	P
USGS	09469000	2020-09-06	52320	P	51810	P
USGS	09469000	2020-09-07	51310	P	50810	P
USGS	09469000	2020-09-08	50300	P	49760	P
USGS	09469000	2020-09-09	49350	P	48890	P
USGS	09469000	2020-09-10	48510	P	48120	P
USGS	09469000	2020-09-11	47700	P	47330	P
USGS	09469000	2020-09-12	47010	P	46680	P
USGS	09469000	2020-09-13	46250	P	45900	P
USGS	09469000	2020-09-14	45660	P	45320	P
USGS	09469000	2020-09-15	45060	P	44770	P
USGS	09469000	2020-09-16	44450	P	44170	P
USGS	09469000	2020-09-17	43870	P	43540	P
USGS	09469000	2020-09-18	43240	P	42970	P
USGS	09469000	2020-09-19	42690	P	42380	P
USGS	09469000	2020-09-20	42070	P	41760	P
USGS	09469000	2020-09-21	41480	P	41180	P
USGS	09469000	2020-09-22	40930	P	40510	P
USGS	09469000	2020-09-23	40320	P	40030	P
USGS	09469000	2020-09-24	39770	P	39460	P
USGS	09469000	2020-09-25	39190	P	38780	P
USGS	09469000	2020-09-26	38570	P	38300	P
USGS	09469000	2020-09-27	37970	P	37630	P
USGS	09469000	2020-09-28	37450	P	37200	P
USGS	09469000	2020-09-29	36930	P	36620	P
USGS	09469000	2020-09-30	36330	P	36020	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-11-06 18:30:39 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-10-01	35980	P	35640	P
USGS	09469000	2020-10-02	35460	P	35210	P
USGS	09469000	2020-10-03	35040	P	34820	P
USGS	09469000	2020-10-04	34450	P	34210	P
USGS	09469000	2020-10-05	33930	P	33660	P
USGS	09469000	2020-10-06	33480	P	33230	P
USGS	09469000	2020-10-07	33060	P	32850	P
USGS	09469000	2020-10-08	32590	P	32250	P
USGS	09469000	2020-10-09	32130	P	31880	P
USGS	09469000	2020-10-10	31690	P	31400	P
USGS	09469000	2020-10-11	31210	P	31030	P
USGS	09469000	2020-10-12	30780	P	30640	P
USGS	09469000	2020-10-13	30410	P	30170	P
USGS	09469000	2020-10-14	29940	P	29700	P
USGS	09469000	2020-10-15	29490	P	29190	P
USGS	09469000	2020-10-16	29040	P	28810	P
USGS	09469000	2020-10-17	28620	P	28410	P
USGS	09469000	2020-10-18	28190	P	27950	P
USGS	09469000	2020-10-19	27790	P	27580	P
USGS	09469000	2020-10-20	27310	P	27090	P
USGS	09469000	2020-10-21	26920	P	26700	P
USGS	09469000	2020-10-22	26510	P	26260	P
USGS	09469000	2020-10-23	26160	P	26140	P
USGS	09469000	2020-10-24	26140	P	26140	P
USGS	09469000	2020-10-25	26110	P	26050	P
USGS	09469000	2020-10-26	26090	P	26050	P
USGS	09469000	2020-10-27	26060	P	26050	P
USGS	09469000	2020-10-28	26040	P	26050	P
USGS	09469000	2020-10-29	26050	P	26050	P
USGS	09469000	2020-10-30	26040	P	26050	P
USGS	09469000	2020-10-31	26050	P	26050	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-12-05 13:05:26 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-11-01	26050	P	26050	P
USGS	09469000	2020-11-02	26050	P	26020	P
USGS	09469000	2020-11-03	26030	P	26020	P
USGS	09469000	2020-11-04	26030	P	26020	P
USGS	09469000	2020-11-05	26040	P	26050	P
USGS	09469000	2020-11-06	26020	P	26050	P
USGS	09469000	2020-11-07	26030	P	26050	P
USGS	09469000	2020-11-08	25960	P	26050	P
USGS	09469000	2020-11-09	25920	P	25930	P
USGS	09469000	2020-11-10	25920	P	25930	P
USGS	09469000	2020-11-11	25920	P	25930	P
USGS	09469000	2020-11-12	25910	P	25900	P
USGS	09469000	2020-11-13	25920	P	25900	P
USGS	09469000	2020-11-14	25900	P	25880	P
USGS	09469000	2020-11-15	25870	P	25880	P
USGS	09469000	2020-11-16	25870	P	25850	P
USGS	09469000	2020-11-17	25860	P	25850	P
USGS	09469000	2020-11-18	25860	P	25850	P
USGS	09469000	2020-11-19	25870	P	25850	P
USGS	09469000	2020-11-20	25860	P	25850	P
USGS	09469000	2020-11-21	25860	P	25850	P
USGS	09469000	2020-11-22	25860	P	25850	P
USGS	09469000	2020-11-23	25870	P	25900	P
USGS	09469000	2020-11-24	25820	P	25810	P
USGS	09469000	2020-11-25	25790	P	25780	P
USGS	09469000	2020-11-26	25780	P	25760	P
USGS	09469000	2020-11-27	25690	P	25500	P
USGS	09469000	2020-11-28	25270	P	25070	P
USGS	09469000	2020-11-29	24890	P	24700	P
USGS	09469000	2020-11-30	24510	P	24320	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-01-06 19:59:08 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2020-12-01	24390	P	24240	P
USGS	09469000	2020-12-02	24060	P	23870	P
USGS	09469000	2020-12-03	23710	P	23490	P
USGS	09469000	2020-12-04	23300	P	23090	P
USGS	09469000	2020-12-05	22910	P	22690	P
USGS	09469000	2020-12-06	22530	P	22300	P
USGS	09469000	2020-12-07	22140	P	21870	P
USGS	09469000	2020-12-08	21690	P	21500	P
USGS	09469000	2020-12-09	21320	P	21160	P
USGS	09469000	2020-12-10	21050	P	20980	P
USGS	09469000	2020-12-11	20880	P	20790	P
USGS	09469000	2020-12-12	20680	P	20540	P
USGS	09469000	2020-12-13	20460	P	20330	P
USGS	09469000	2020-12-14	20210	P	20130	P
USGS	09469000	2020-12-15	20050	P	19960	P
USGS	09469000	2020-12-16	19880	P	19780	P
USGS	09469000	2020-12-17	19730	P	19650	P
USGS	09469000	2020-12-18	19600	P	19570	P
USGS	09469000	2020-12-19	19580	P	19590	P
USGS	09469000	2020-12-20	19580	P	19570	P
USGS	09469000	2020-12-21	19580	P	19570	P
USGS	09469000	2020-12-22	19580	P	19570	P
USGS	09469000	2020-12-23	19600	P	19570	P
USGS	09469000	2020-12-24	19580	P	19590	P
USGS	09469000	2020-12-25	19580	P	19570	P
USGS	09469000	2020-12-26	19580	P	19570	P
USGS	09469000	2020-12-27	19580	P	19570	P
USGS	09469000	2020-12-28	19600	P	19630	P
USGS	09469000	2020-12-29	19590	P	19550	P
USGS	09469000	2020-12-30	19600	P	19610	P
USGS	09469000	2020-12-31	19600	P	19590	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-02-03 20:50:45 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2021-01-01	19520	P	19510	P
USGS	09469000	2021-01-02	19520	P	19510	P
USGS	09469000	2021-01-03	19520	P	19510	P
USGS	09469000	2021-01-04	19520	P	19500	P
USGS	09469000	2021-01-05	19510	P	19520	P
USGS	09469000	2021-01-06	19510	P	19510	P
USGS	09469000	2021-01-07	19500	P	19510	P
USGS	09469000	2021-01-08	19500	P	19480	P
USGS	09469000	2021-01-09	19500	P	19500	P
USGS	09469000	2021-01-10	19480	P	19470	P
USGS	09469000	2021-01-11	19500	P	19470	P
USGS	09469000	2021-01-12	19510	P	19490	P
USGS	09469000	2021-01-13	19490	P	19590	P
USGS	09469000	2021-01-14	19550	P	19610	P
USGS	09469000	2021-01-15	19350	P		
USGS	09469000	2021-01-16			19710	P
USGS	09469000	2021-01-17	19590	P	19510	P
USGS	09469000	2021-01-18	19570	P	19570	P
USGS	09469000	2021-01-19	19240	P	19100	P
USGS	09469000	2021-01-20	19140	P	19630	P
USGS	09469000	2021-01-21	19430	P	18900	P
USGS	09469000	2021-01-22	19460	P	19570	P
USGS	09469000	2021-01-23	19240	P	19550	P
USGS	09469000	2021-01-24	19290	P	19630	P
USGS	09469000	2021-01-25	19560	P	18940	P
USGS	09469000	2021-01-26	19460	P	19860	P
USGS	09469000	2021-01-27	19730	P	19820	P
USGS	09469000	2021-01-28	19820	P	19160	P
USGS	09469000	2021-01-29	19530	P	19840	P
USGS	09469000	2021-01-30	19850	P	19860	P
USGS	09469000	2021-01-31	19870	P	19860	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-06 09:06:55 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2021-02-01	19750	P	19780	P
USGS	09469000	2021-02-02	19820	P	19820	P
USGS	09469000	2021-02-03	19850	P:e	19840	P:e
USGS	09469000	2021-02-04	19840	P:e	19840	P:e
USGS	09469000	2021-02-05	19850	P:e	19850	P:e
USGS	09469000	2021-02-06	19810	P:e	19820	P
USGS	09469000	2021-02-07	19620	P	19750	P
USGS	09469000	2021-02-08	19720	P	19750	P
USGS	09469000	2021-02-09	19700	P	19510	P
USGS	09469000	2021-02-10	19260	P	19180	P
USGS	09469000	2021-02-11	24100	P	50440	P
USGS	09469000	2021-02-12	44390	P	48650	P
USGS	09469000	2021-02-13	37050	P	17290	P
USGS	09469000	2021-02-14	27080	P	17120	P
USGS	09469000	2021-02-15	21260	P	17600	P
USGS	09469000	2021-02-16	17200	P	17370	P
USGS	09469000	2021-02-17	16840	P	17060	P
USGS	09469000	2021-02-18	16720	P	16770	P
USGS	09469000	2021-02-19	17380	P	16470	P
USGS	09469000	2021-02-20	15920	P	15140	P
USGS	09469000	2021-02-21	15670	P	15970	P
USGS	09469000	2021-02-22	15550	P	15410	P
USGS	09469000	2021-02-23	15090	P	15260	P
USGS	09469000	2021-02-24	14760	P	14550	P
USGS	09469000	2021-02-25	14380	P	14620	P
USGS	09469000	2021-02-26	14150	P	14380	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-06 09:07:13 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09469000 SAN CARLOS RESERVOIR AT COOLIDGE DAM, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09469000
#            TS   parameter     statistic     Description
#        257235       00054     30800     Reservoir storage, acre-feet (Observation at 08:00 AM), [Instant value at 8:00am daily]
#          5495       00054     00003     Reservoir storage, acre-feet (Mean)
#          5496       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5495_00054_00003	5495_00054_00003_cd	5496_00054_32400	5496_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	09469000	2021-02-01	19750	P	19780	P
USGS	09469000	2021-02-02	19820	P	19820	P
