# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-11-02 18:50:37 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
USGS	09398300	2020-09-04	8424	P
USGS	09398300	2020-09-05	8361	P
USGS	09398300	2020-09-06	8303	P
USGS	09398300	2020-09-07	8239	P
USGS	09398300	2020-09-08	8183	P
USGS	09398300	2020-09-09	8118	P
USGS	09398300	2020-09-10	8060	P
USGS	09398300	2020-09-11	7997	P
USGS	09398300	2020-09-12	7938	P
USGS	09398300	2020-09-13	7877	P
USGS	09398300	2020-09-14	7817	P
USGS	09398300	2020-09-15	7756	P
USGS	09398300	2020-09-16	7691	P
USGS	09398300	2020-09-17	7627	P
USGS	09398300	2020-09-18	7564	P
USGS	09398300	2020-09-19	7501	P
USGS	09398300	2020-09-20	7441	P
USGS	09398300	2020-09-21	7382	P
USGS	09398300	2020-09-22	7324	P
USGS	09398300	2020-09-23	7271	P
USGS	09398300	2020-09-24	7214	P
USGS	09398300	2020-09-25	7158	P
USGS	09398300	2020-09-26	7100	P
USGS	09398300	2020-09-27	7042	P
USGS	09398300	2020-09-28	6986	P
USGS	09398300	2020-09-29	6930	P
USGS	09398300	2020-09-30	6868	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-11-06 18:30:40 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-10-01	6814	P
USGS	09398300	2020-10-02	6758	P
USGS	09398300	2020-10-03	6697	P
USGS	09398300	2020-10-04	6636	P
USGS	09398300	2020-10-05	6582	P
USGS	09398300	2020-10-06	6535	P
USGS	09398300	2020-10-07	6489	P
USGS	09398300	2020-10-08	6441	P
USGS	09398300	2020-10-09	6406	P
USGS	09398300	2020-10-10	6304	P
USGS	09398300	2020-10-11	6255	P
USGS	09398300	2020-10-12	6208	P
USGS	09398300	2020-10-13	6150	P
USGS	09398300	2020-10-14	6107	P
USGS	09398300	2020-10-15	6054	P
USGS	09398300	2020-10-16	6002	P
USGS	09398300	2020-10-17	5949	P
USGS	09398300	2020-10-18	5895	P
USGS	09398300	2020-10-19	5842	P
USGS	09398300	2020-10-20	5786	P
USGS	09398300	2020-10-21	5732	P
USGS	09398300	2020-10-22	5676	P
USGS	09398300	2020-10-23	5621	P
USGS	09398300	2020-10-24	5565	P
USGS	09398300	2020-10-25	5502	P
USGS	09398300	2020-10-26	5447	P
USGS	09398300	2020-10-27	5390	P
USGS	09398300	2020-10-28	5340	P
USGS	09398300	2020-10-29	5284	P
USGS	09398300	2020-10-30	5225	P
USGS	09398300	2020-10-31	5166	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-12-05 13:05:27 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-11-01	5107	P
USGS	09398300	2020-11-02	5048	P
USGS	09398300	2020-11-03	4991	P
USGS	09398300	2020-11-04	4931	P
USGS	09398300	2020-11-05	4880	P
USGS	09398300	2020-11-06	4815	P
USGS	09398300	2020-11-07	4768	P
USGS	09398300	2020-11-08	4720	P
USGS	09398300	2020-11-09	4670	P
USGS	09398300	2020-11-10	4617	P
USGS	09398300	2020-11-11	4569	P
USGS	09398300	2020-11-12	4524	P
USGS	09398300	2020-11-13	4477	P
USGS	09398300	2020-11-14	4431	P
USGS	09398300	2020-11-15	4386	P
USGS	09398300	2020-11-16	4339	P
USGS	09398300	2020-11-17	4292	P
USGS	09398300	2020-11-18	4244	P
USGS	09398300	2020-11-19	4208	P
USGS	09398300	2020-11-20	4179	P
USGS	09398300	2020-11-21	4149	P
USGS	09398300	2020-11-22	4119	P
USGS	09398300	2020-11-23	4090	P
USGS	09398300	2020-11-24	4058	P
USGS	09398300	2020-11-25	4028	P
USGS	09398300	2020-11-26	3999	P
USGS	09398300	2020-11-27	3967	P
USGS	09398300	2020-11-28	3937	P
USGS	09398300	2020-11-29	3905	P
USGS	09398300	2020-11-30	3879	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-01-06 19:59:09 EST       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2020-12-01	3852	P
USGS	09398300	2020-12-02	3824	P
USGS	09398300	2020-12-03	3796	P
USGS	09398300	2020-12-04	3769	P
USGS	09398300	2020-12-05	3742	P
USGS	09398300	2020-12-06	3714	P
USGS	09398300	2020-12-07	3686	P
USGS	09398300	2020-12-08	3658	P
USGS	09398300	2020-12-09	3630	P
USGS	09398300	2020-12-10	3597	P
USGS	09398300	2020-12-11	3569	P
USGS	09398300	2020-12-12	3540	P
USGS	09398300	2020-12-13	3512	P
USGS	09398300	2020-12-14	3483	P
USGS	09398300	2020-12-15	3454	P
USGS	09398300	2020-12-16	3425	P
USGS	09398300	2020-12-17	3396	P
USGS	09398300	2020-12-18	3366	P
USGS	09398300	2020-12-19	3336	P
USGS	09398300	2020-12-20	3307	P
USGS	09398300	2020-12-21	3277	P
USGS	09398300	2020-12-22	3246	P
USGS	09398300	2020-12-23	3216	P
USGS	09398300	2020-12-24	3184	P
USGS	09398300	2020-12-25	3152	P
USGS	09398300	2020-12-26	3121	P
USGS	09398300	2020-12-27	3090	P
USGS	09398300	2020-12-28	3078	P
USGS	09398300	2020-12-29	3078	P
USGS	09398300	2020-12-30	3076	P
USGS	09398300	2020-12-31	3074	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-02-03 20:50:46 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2021-01-01	3160	P
USGS	09398300	2021-01-02	3125	P
USGS	09398300	2021-01-03	3091	P
USGS	09398300	2021-01-04	3056	P
USGS	09398300	2021-01-05	3029	P
USGS	09398300	2021-01-06	3027	P
USGS	09398300	2021-01-07	3026	P
USGS	09398300	2021-01-08	3024	P
USGS	09398300	2021-01-09	3021	P
USGS	09398300	2021-01-10	3019	P
USGS	09398300	2021-01-11	3017	P
USGS	09398300	2021-01-12	3014	P
USGS	09398300	2021-01-13	3012	P
USGS	09398300	2021-01-14	3010	P
USGS	09398300	2021-01-15	3008	P
USGS	09398300	2021-01-16	3006	P
USGS	09398300	2021-01-17	3004	P
USGS	09398300	2021-01-18	3001	P
USGS	09398300	2021-01-19	3001	P
USGS	09398300	2021-01-20	2999	P
USGS	09398300	2021-01-21	2997	P
USGS	09398300	2021-01-22	2999	P
USGS	09398300	2021-01-23	3005	P
USGS	09398300	2021-01-24	3006	P
USGS	09398300	2021-01-25	3017	P
USGS	09398300	2021-01-26	3021	P
USGS	09398300	2021-01-27	3020	P
USGS	09398300	2021-01-28	3018	P
USGS	09398300	2021-01-29	3019	P
USGS	09398300	2021-01-30	3017	P
USGS	09398300	2021-01-31	3016	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-06 09:06:56 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2021-02-01	3015	P
USGS	09398300	2021-02-02	3014	P
USGS	09398300	2021-02-03	3015	P
USGS	09398300	2021-02-04	3013	P
USGS	09398300	2021-02-05	3012	P
USGS	09398300	2021-02-06	3010	P
USGS	09398300	2021-02-07	3007	P
USGS	09398300	2021-02-08	3005	P
USGS	09398300	2021-02-09	3003	P
USGS	09398300	2021-02-10	3001	P
USGS	09398300	2021-02-11	2998	P
USGS	09398300	2021-02-12	2997	P
USGS	09398300	2021-02-13	2997	P
USGS	09398300	2021-02-14	2996	P
USGS	09398300	2021-02-15	2993	P
USGS	09398300	2021-02-16	2991	P
USGS	09398300	2021-02-17	2989	P
USGS	09398300	2021-02-18	2986	P
USGS	09398300	2021-02-19	2984	P
USGS	09398300	2021-02-20	2981	P
USGS	09398300	2021-02-21	2980	P
USGS	09398300	2021-02-22	2978	P
USGS	09398300	2021-02-23	2975	P
USGS	09398300	2021-02-24	2973	P
USGS	09398300	2021-02-25	2970	P
USGS	09398300	2021-02-26	2969	P
USGS	09398300	2021-02-27	2971	P
USGS	09398300	2021-02-28	2972	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-03-06 09:07:14 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2021-02-01	3015	P
USGS	09398300	2021-02-02	3014	P
USGS	09398300	2021-02-03	3015	P
USGS	09398300	2021-02-04	3013	P
USGS	09398300	2021-02-05	3012	P
USGS	09398300	2021-02-06	3010	P
USGS	09398300	2021-02-07	3007	P
USGS	09398300	2021-02-08	3005	P
USGS	09398300	2021-02-09	3003	P
USGS	09398300	2021-02-10	3001	P
USGS	09398300	2021-02-11	2998	P
USGS	09398300	2021-02-12	2997	P
USGS	09398300	2021-02-13	2997	P
USGS	09398300	2021-02-14	2996	P
USGS	09398300	2021-02-15	2993	P
USGS	09398300	2021-02-16	2991	P
USGS	09398300	2021-02-17	2989	P
USGS	09398300	2021-02-18	2986	P
USGS	09398300	2021-02-19	2984	P
USGS	09398300	2021-02-20	2981	P
USGS	09398300	2021-02-21	2980	P
USGS	09398300	2021-02-22	2978	P
USGS	09398300	2021-02-23	2975	P
USGS	09398300	2021-02-24	2973	P
USGS	09398300	2021-02-25	2970	P
USGS	09398300	2021-02-26	2969	P
USGS	09398300	2021-02-27	2971	P
USGS	09398300	2021-02-28	2972	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-04-06 12:58:53 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2021-03-01	2976	P
USGS	09398300	2021-03-02	2977	P
USGS	09398300	2021-03-03	2977	P
USGS	09398300	2021-03-04	2984	P
USGS	09398300	2021-03-05	2989	P
USGS	09398300	2021-03-06	3001	P
USGS	09398300	2021-03-07	3025	P
USGS	09398300	2021-03-08	3053	P
USGS	09398300	2021-03-09	3091	P
USGS	09398300	2021-03-10	3114	P
USGS	09398300	2021-03-11	3127	P
USGS	09398300	2021-03-12	3147	P
USGS	09398300	2021-03-13	3156	P
USGS	09398300	2021-03-14	3150	P
USGS	09398300	2021-03-15	3154	P
USGS	09398300	2021-03-16	3165	P
USGS	09398300	2021-03-17	3168	P
USGS	09398300	2021-03-18	3189	P
USGS	09398300	2021-03-19	3246	P
USGS	09398300	2021-03-20	3330	P
USGS	09398300	2021-03-21	3422	P
USGS	09398300	2021-03-22	3481	P
USGS	09398300	2021-03-23	3523	P
USGS	09398300	2021-03-24	3551	P
USGS	09398300	2021-03-25	3569	P
USGS	09398300	2021-03-26	3585	P
USGS	09398300	2021-03-27	3594	P
USGS	09398300	2021-03-28	3612	P
USGS	09398300	2021-03-29	3658	P
USGS	09398300	2021-03-30	3732	P
USGS	09398300	2021-03-31	3797	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-05-05 19:58:56 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2021-04-01	3844	P
USGS	09398300	2021-04-02	3904	P
USGS	09398300	2021-04-03	3987	P
USGS	09398300	2021-04-04	4065	P
USGS	09398300	2021-04-05	4146	P
USGS	09398300	2021-04-06	4198	P
USGS	09398300	2021-04-07	4237	P
USGS	09398300	2021-04-08	4262	P
USGS	09398300	2021-04-09	4281	P
USGS	09398300	2021-04-10	4300	P
USGS	09398300	2021-04-11	4310	P
USGS	09398300	2021-04-12	4314	P
USGS	09398300	2021-04-13	4310	P
USGS	09398300	2021-04-14	4310	P
USGS	09398300	2021-04-15	4309	P
USGS	09398300	2021-04-16	4306	P
USGS	09398300	2021-04-17	4302	P
USGS	09398300	2021-04-18	4298	P
USGS	09398300	2021-04-19	4293	P
USGS	09398300	2021-04-20	4287	P
USGS	09398300	2021-04-21	4278	P
USGS	09398300	2021-04-22	4273	P
USGS	09398300	2021-04-23	4264	P
USGS	09398300	2021-04-24	4256	P
USGS	09398300	2021-04-25	4246	P
USGS	09398300	2021-04-26	4240	P
USGS	09398300	2021-04-27	4242	P
USGS	09398300	2021-04-28	4238	P
USGS	09398300	2021-04-29	4234	P
USGS	09398300	2021-04-30	4230	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-06-03 20:35:20 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2021-05-01	4225	P
USGS	09398300	2021-05-02	4220	P
USGS	09398300	2021-05-03	4210	P
USGS	09398300	2021-05-04	4209	P
USGS	09398300	2021-05-05	4203	P
USGS	09398300	2021-05-06	4196	P
USGS	09398300	2021-05-07	4190	P
USGS	09398300	2021-05-08	4185	P
USGS	09398300	2021-05-09	4177	P
USGS	09398300	2021-05-10	4171	P
USGS	09398300	2021-05-11	4168	P
USGS	09398300	2021-05-12	4160	P
USGS	09398300	2021-05-13	4155	P
USGS	09398300	2021-05-14	4147	P
USGS	09398300	2021-05-15	4141	P
USGS	09398300	2021-05-16	4137	P
USGS	09398300	2021-05-17	4126	P
USGS	09398300	2021-05-18	4122	P
USGS	09398300	2021-05-19	4114	P
USGS	09398300	2021-05-20	4108	P
USGS	09398300	2021-05-21	4102	P
USGS	09398300	2021-05-22	4096	P
USGS	09398300	2021-05-23	4090	P
USGS	09398300	2021-05-24	4086	P
USGS	09398300	2021-05-25	4081	P
USGS	09398300	2021-05-26	4074	P
USGS	09398300	2021-05-27	4069	P
USGS	09398300	2021-05-28	4066	P
USGS	09398300	2021-05-29	4057	P
USGS	09398300	2021-05-30	4053	P
USGS	09398300	2021-05-31	4048	P
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-07-03 16:00:24 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09398300 CRAGIN DAM RESERVOIR NEAR PINE, AZ (BLUE RIDGE)
# -----------------------------------------------------------------------------------
#
# Data provided for site 09398300
#            TS   parameter     statistic     Description
#          5277       00054     32400     Reservoir storage, acre-feet (Observation at midnight)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	5277_00054_32400	5277_00054_32400_cd
5s	15s	20d	14n	10s
USGS	09398300	2021-06-01	4011	P
USGS	09398300	2021-06-02	3987	P
USGS	09398300	2021-06-03	3965	P
USGS	09398300	2021-06-04	3935	P
USGS	09398300	2021-06-05	3915	P
USGS	09398300	2021-06-06	3891	P
USGS	09398300	2021-06-07	3870	P
USGS	09398300	2021-06-08	3850	P
USGS	09398300	2021-06-09	3828	P
USGS	09398300	2021-06-10	3808	P
USGS	09398300	2021-06-11	3787	P
USGS	09398300	2021-06-12	3765	P
USGS	09398300	2021-06-13	3745	P
USGS	09398300	2021-06-14	3723	P
USGS	09398300	2021-06-15	3701	P
USGS	09398300	2021-06-16	3679	P
USGS	09398300	2021-06-17	3658	P
USGS	09398300	2021-06-18	3637	P
USGS	09398300	2021-06-19	3610	P
USGS	09398300	2021-06-20	3590	P
USGS	09398300	2021-06-21	3569	P
USGS	09398300	2021-06-22	3548	P
USGS	09398300	2021-06-23	3529	P
USGS	09398300	2021-06-24	3507	P
USGS	09398300	2021-06-25	3478	P
USGS	09398300	2021-06-26	3458	P
USGS	09398300	2021-06-27	3448	P
USGS	09398300	2021-06-28	3437	P
USGS	09398300	2021-06-29	3414	P
USGS	09398300	2021-06-30	3397	P
